Title,Year,Source,DOI,Keyword,Any location CWTS core
Participation in the global knowledge commons,2005,"Global Knowledge, Memory and Communication",https://doi.org/10.1108/03074800510587354,Developing country|Interoperability|Originality|Dissemination|Public relations|Business|Publishing|Information Dissemination|Knowledge sharing|Knowledge management|Commons|Political science|Economic growth|Computer science|World Wide Web|Economics,True|False|False|False|False|False
Using citation counts as a measure of quality in science measuring what's measurable rather than what's valid,1989,Scientometrics,https://doi.org/10.1007/bf02017198,Citation|Measure (data warehouse)|Quality (philosophy)|Computer science|Citation analysis|Data science|Scientific literature|Epistemology|Data mining|Library science|Biology,any location CWTS core
Beyond Beall＊s List: Better understanding predatory publishers,2015,College & Research Libraries News,https://doi.org/10.5860/crln.76.3.9277,Library science|Computer science,True|False
Authorship Trends and Collaboration Pattern in the Marine Sciences Literature : A Scientometric Study,2012,International Journal of Information Dissemination and Technology,,Dominance (genetics)|Social science|Productivity|Library science|Geography|Sociology|Regional science|Computer science|Economics|Biology|Economic growth,not any location CWTS core
Scientific knowledge dynamics and relatedness in biotech cities,2013,Research Policy,https://doi.org/10.1016/j.respol.2013.07.009,Portfolio|Sociology of scientific knowledge|Scientific literature|Dynamics (music)|Scientific evidence|Scientific field|Field (mathematics)|Biotechnology|Business|Sociology|Biology|Social science|Engineering|Mathematics|Work (physics),True|False|False
Determinants of research citation impact in nanoscience and nanotechnology,2013,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.22806,Impact factor|Citation|Citation analysis|Publishing|Computer science|Library science|Data science|Political science,True|False
Has the Bayh-Dole act compromised basic research?,2011,Research Policy,https://doi.org/10.1016/j.respol.2011.05.009,Status quo|Commercialization|Basic research|Alternative hypothesis|Citation|Psychology|Null hypothesis|Marketing|Economics|Political science|Business|Law|Computer science|Econometrics,True|False
"Assessing the citation impact of books: The role of Google Books, Google Scholar, and Scopus",2011,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.21608,Scopus|Citation|Citation impact|Library science|Subject (documents)|Citation analysis|Scholarly communication|The arts|Social science|World Wide Web|Sociology|Computer science|Political science|Publishing|MEDLINE|Law,any location CWTS core
The Sociology of Scientific Disciplines: On the Genesis and Stability of the Disciplinary Structure of Modern Science,1992,Science in Context,https://doi.org/10.1017/s0269889700001071,Discipline|Argument (complex analysis)|Epistemology|Sociology|Sociology of scientific knowledge|Unit (ring theory)|Scientific communication|Dynamism|Action (physics)|Relation (database)|Social science|Engineering ethics|Chemistry|Psychology|Mathematics education|Engineering|Computer science|Philosophy,any location CWTS core
State of the art in assessing research impact: introduction to a special issue,2011,Research Evaluation,https://doi.org/10.3152/095820211x13118583635918,State (computer science)|Library science|Operations research|Political science|Computer science|Sociology|Engineering|Programming language,True|False|False
The demise of the lone author,2007,Nature,https://doi.org/10.1038/4501165a,Demise|History|Line (geometry)|Lone pair|Genealogy|Art history|Political science|Law|Physics|Mathematics,True|False|False
Author Judgements about Works They Cite: Three Studies from Psychology Journals,1995,Social Studies of Science,https://doi.org/10.1177/030631295025003003,Citation|Quality (philosophy)|Psychology|Epistemology|Sociology|Computer science|Library science|Philosophy,any location CWTS core
Science for sale: the rise of predatory journals,2014,Journal of the Royal Society of Medicine,https://doi.org/10.1177/0141076814548526,Mistake|Publishing|Publication|Receipt|Mainstream|Library science|Collection development|Computer science|Internet privacy|World Wide Web|Public relations|Political science|Law,True|False|False
"The Citation Diversity Statement: A Practice of Transparency, A Way of Life",2020,Trends in Cognitive Sciences,https://doi.org/10.1016/j.tics.2020.06.009,Citation|Statement (logic)|Diversity (politics)|Transparency (behavior)|Psychology|Data science|Information retrieval|Epistemology|Computer science|World Wide Web|Political science|Philosophy|Law|Computer security,True|False|False|False
Flat teams drive scientific innovation,2022,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.2200927119,Productivity|Novelty|Hierarchy|Presentation (obstetrics)|Work (physics)|Knowledge management|Psychology|Computer science|Political science|Engineering|Social psychology|Mechanical engineering,True|False|False|False|False|False|False|False
"Local, Domestic and International Scientific Collaboration in Biomedical Research",1996,Scientometrics,https://doi.org/10.1007/bf02093625,Scope (computer science)|Visibility|Productivity|Regional science|Bibliometrics|Political science|Library science|Knowledge management|Public relations|Sociology|Computer science|Geography|Economic growth|Economics,True|False
The meaning of the h-index,2014,International Journal of Clinical and Health Psychology,https://doi.org/10.1016/s1697-2600(14)70050-x,Meaning (existential)|Index (typography)|Psychology|Computer science|World Wide Web,True|False
Science＊s reproducibility and replicability crisis: International business is not immune,2017,Journal of International Business Studies,https://doi.org/10.1057/s41267-017-0081-0,Capitalization|International business|Reproducibility|Market capitalization|Economics|Positive economics|Accounting|Management|Statistics|Mathematics|Biology,True|False
"Coverage of Google Scholar, Scopus, and Web of Science: A case study of the h-index in nursing",2012,Nursing Outlook,https://doi.org/10.1016/j.outlook.2012.04.007,Scopus|Publish or perish|CINAHL|Index (typography)|Web of science|Publication|Library science|Bibliometrics|World Wide Web|Information retrieval|MEDLINE|Computer science|Political science|Publishing|Business|Advertising,True|False|False
"Citations increase with manuscript length, author number, and references cited in ecology journals",2016,Ecology and Evolution,https://doi.org/10.1002/ece3.2505,Impact factor|Preference|Diversity (politics)|Ecology|Variety (cybernetics)|Library science|Computer science|Statistics|Sociology|Biology|Mathematics|Law|Political science|Anthropology,True|False|False|False|False|False|False|False
Social impact in social media: A new method to evaluate the social impact of research,2018,PLoS ONE,https://doi.org/10.1371/journal.pone.0203117,Social media|Altmetrics|Social impact assessment|Qualitative research|Identification (biology)|Social impact|Sociology|Data science|Social science|Political science|Computer science|World Wide Web|Biology|Population,True|False|False|False|False|False|False|False|False|False
Early citation counts correlate with accumulated impact,2005,Scientometrics,https://doi.org/10.1007/s11192-005-0228-9,Citation|Citation impact|Citation analysis|Bibliometrics|Research policy|Impact factor|Field (mathematics)|Computer science|Operations research|Library science|Data science|Political science|Mathematics|Law,True|False
Changes in authorship patterns in prestigious US medical journals,2004,Social Science & Medicine,https://doi.org/10.1016/j.socscimed.2004.02.029,Context (archaeology)|Annals|Psychology|Medicine|Family medicine|History|Classics,True|False|False
Multiple Citation Indicators and Their Composite across Scientific Disciplines,2016,PLoS Biology,https://doi.org/10.1371/journal.pbio.1002501,Citation|Statistics|Rank (graph theory)|Index (typography)|Citation analysis|Rank correlation|Bibliometrics|Impact factor|Citation impact|Library science|Biology|Mathematics|Computer science|Combinatorics,True|False|False|False|False|False|False
The Use of the h-Index in Academic Orthopaedic Surgery,2017,Journal of Bone and Joint Surgery,https://doi.org/10.2106/jbjs.15.01354,Index (typography)|Scopus|Medicine|Rank (graph theory)|Orthopedic surgery|Psychology|MEDLINE|Surgery|Mathematics|Political science|Computer science,True|False|False
Knowledge and motivations of researchers publishing in presumed predatory journals: a survey,2019,BMJ Open,https://doi.org/10.1136/bmjopen-2018-026516,Publishing|Medicine|Psychological intervention|Law|Psychiatry|Political science,True|False|False|False|False
Twenty-five years of the Journal of Corporate Finance: A scientometric analysis,2020,Journal of Corporate Finance,https://doi.org/10.1016/j.jcorpfin.2020.101572,Scientometrics|Library science|Bibliometrics|Corporate finance|Business|Accounting|Political science|Computer science|Finance,True|False
